1,Test,0,0.85581,0.63794,decierto
2,Alcohol,1,1.0946,3.1392,boliche
3,Avion,1,0.99716,0.68532,viaje
4,Barco,0,1.0777,0.53966,amarina
5,Biblioteca,0,1.9732,1.0065,biblioteca
6,Campo,0,1.4891,0.45405,campo
7,Cementerio,0,1.156,0.95778,funeral
8,Circo,1,1.8398,0.4947,circo
9,Cocina,0,1.1608,0.1947,comida
10,Comida,0,1.2052,0.8774,comida
11,Computadora,1,1.1898,0.50259,tecnologia
12,Desayuno,0,1.5118,0.88319,mac
13,Equipo,1,1.6892,1.1814,deporte
14,Espacio,0,2.6878,0.84452,espacio
15,Fiesta,1,1.6697,0.6271,fiesta
16,Fuego,0,1.248,0.69402,fuego
17,Granjero,0,1.8999,1.9967,campo
18,Guerra,1,1.4132,0.52446,guerra
19,Laboratorio,0,1.1238,1.0077,laboratirio
20,Lluvia,0,1.3279,0.46711,clima
21,Medico,1,1.6786,0.61928,meidcicina
22,Navidad,1,2.0913,1.5359,fiersta
23,Pintor,1,1.0739,0.47132,mural
24,Plomero,1,1.6219,1.3812,traajbajo
25,Robo,0,1.0137,0.7257,banco
26,Television,1,1.9911,2.3433,comunicacion
